City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
467,Yenagoa,NG,4.9247,6.2642,75.0,94,91,2.06,overcast clouds
468,Rundu,NA,-17.9333,19.7667,64.13,86,41,3.15,scattered clouds
469,Khandyga,RU,62.6667,135.6,20.53,91,99,6.67,overcast clouds
470,Calvinia,ZA,-31.4707,19.776,49.41,71,0,5.91,clear sky
471,Dombarovskiy,RU,50.7587,59.5386,36.19,65,100,14.45,overcast clouds
472,Omsukchan,RU,62.5333,155.8,14.65,89,57,5.08,broken clouds
473,Dudinka,RU,69.4058,86.1778,8.01,80,100,14.74,overcast clouds
474,Preobrazheniye,RU,42.9019,133.9064,53.89,41,0,5.08,clear sky
475,Aswan,EG,24.0934,32.907,77.07,36,6,4.97,clear sky
476,Waddan,LY,29.1614,16.139,65.75,50,87,7.78,overcast clouds
477,Komsomolskiy,UZ,40.4272,71.7189,50.72,62,75,2.3,broken clouds
478,Urumqi,CN,43.801,87.6005,50.95,37,0,2.24,clear sky
479,Manoharpur,IN,27.3,75.95,74.35,29,0,4.07,clear sky
480,Bowen,AU,-20.0167,148.2333,93.42,60,0,11.77,clear sky
481,Buala,SB,-8.145,159.5921,85.93,68,63,6.6,light rain
482,Nobeoka,JP,32.5833,131.6667,66.76,48,0,11.36,clear sky
483,Smiths Falls,CA,44.9001,-76.0161,42.55,86,0,7.43,clear sky
484,Inta,RU,66.0317,60.1659,17.04,86,90,15.32,overcast clouds
485,Ushtobe,KZ,45.2514,77.9838,50.45,36,81,3.87,broken clouds
486,Trinidad,BO,-14.8333,-64.9,71.2,95,100,4.5,overcast clouds
487,San Patricio,US,28.017,-97.5169,71.46,31,0,7.99,clear sky
488,Mollendo,PE,-17.0231,-72.0147,64.53,83,99,6.08,overcast clouds
489,San Buenaventura,MX,27.0833,-101.5333,66.27,22,0,5.19,clear sky
490,Torfyanoy,RU,58.4916,49.1979,23.0,79,12,3.44,few clouds
491,Pustoshka,RU,56.3355,29.369,47.61,96,100,8.1,overcast clouds
492,Afyonkarahisar,TR,38.75,30.6667,40.55,85,1,2.3,clear sky
493,Bonao,DO,18.9369,-70.4092,78.78,91,11,2.93,few clouds
494,Sioux Lookout,CA,50.1001,-91.917,44.98,100,90,2.3,overcast clouds
495,Cherskiy,RU,68.75,161.3,-10.68,90,59,2.71,broken clouds
496,Eyl,SO,7.9803,49.8164,76.93,72,33,9.42,scattered clouds
497,Ambilobe,MG,-13.2,49.05,77.77,77,22,2.15,few clouds
498,Batagay,RU,67.6333,134.6333,14.29,85,100,2.95,overcast clouds
499,Zhangye,CN,38.9342,100.4517,55.94,21,3,2.98,clear sky
500,Annau,TM,37.8876,58.516,36.9,100,90,2.3,fog
501,Tecoanapa,MX,16.5167,-98.75,78.98,83,40,4.05,scattered clouds
502,Batesville,US,35.7698,-91.641,49.86,92,90,10.0,overcast clouds
503,Makakilo City,US,21.3469,-158.0858,78.57,68,20,9.22,few clouds
504,Macusani,PE,-14.0833,-70.4333,37.04,86,73,2.57,broken clouds
505,Kaura Namoda,NG,12.5898,6.5779,76.75,23,91,6.06,overcast clouds
506,Kontagora,NG,10.3999,5.4695,73.58,74,93,2.15,overcast clouds
507,Lai,TD,9.3952,16.2989,74.28,73,66,4.47,broken clouds
508,Onega,RU,63.9061,38.1404,33.73,86,100,12.3,overcast clouds
509,Mount Isa,AU,-20.7333,139.5,82.17,61,90,9.22,overcast clouds
510,Sosnovo-Ozerskoye,RU,52.5249,111.5418,32.56,66,100,4.68,overcast clouds
511,Zemio,CF,5.0314,25.1361,69.37,93,97,2.1,overcast clouds
512,Necochea,AR,-38.5473,-58.7368,71.04,66,70,12.37,broken clouds
513,Visby,SE,57.6409,18.296,51.85,84,11,16.08,few clouds
514,Motril,ES,36.7507,-3.5179,61.81,70,99,3.78,overcast clouds
515,Vostok,RU,46.4856,135.8833,45.05,50,1,4.32,clear sky
516,Porto Novo,BJ,6.4965,2.6036,75.99,91,88,2.91,overcast clouds
517,Kudahuvadhoo,MV,2.6708,72.8944,82.45,74,51,8.93,broken clouds
518,Dickinson,US,29.4608,-95.0513,68.13,41,1,1.99,clear sky
519,Usagara,TZ,-2.6833,33.0,68.22,71,80,5.03,light rain
520,Seka,TH,17.9285,103.9552,73.35,88,100,2.84,overcast clouds
521,Point Pleasant,US,40.0832,-74.0682,57.15,85,90,1.01,overcast clouds
522,Tumaco,CO,1.7986,-78.8156,76.96,88,99,7.11,overcast clouds
523,Mount Gambier,AU,-37.8333,140.7667,58.91,51,40,18.41,scattered clouds
524,Novyy Urengoy,RU,66.0833,76.6333,27.23,97,100,14.36,light snow
525,Bratsk,RU,56.1325,101.6142,30.69,44,17,9.17,few clouds
526,Cabanas,CU,22.9758,-82.9219,79.27,89,95,8.28,overcast clouds
527,Keetmanshoop,NA,-26.5833,18.1333,57.43,60,0,2.55,clear sky
528,Rio Bananal,BR,-19.265,-40.3333,68.5,91,67,2.71,broken clouds
529,Poum,NC,-20.2333,164.0167,75.7,79,2,10.09,clear sky
530,Ozu,JP,33.5,132.55,67.62,46,0,6.46,clear sky
531,Port Hedland,AU,-20.3167,118.5667,87.85,45,1,16.11,clear sky
532,Kidal,ML,18.4411,1.4078,80.89,18,15,5.77,few clouds
533,Mardin,TR,37.3131,40.7436,55.51,60,100,7.4,light rain
534,Luwuk,ID,-0.9516,122.7875,87.94,62,86,3.89,overcast clouds
535,Imeni Zhelyabova,RU,58.9544,36.5956,39.81,90,100,10.31,moderate rain
536,Karla,EE,59.3723,24.9275,51.57,84,90,17.27,overcast clouds
537,Warrnambool,AU,-38.3833,142.4833,59.81,55,35,21.41,scattered clouds
538,Nadym,RU,65.5333,72.5167,27.88,98,100,7.27,light snow
539,Guaruja,BR,-23.9931,-46.2564,76.15,26,100,2.53,overcast clouds
540,Fairbanks,US,64.8378,-147.7164,22.6,90,1,0.0,clear sky
541,Sur,OM,22.5667,59.5289,80.06,56,0,2.57,clear sky
542,Weligama,LK,5.9667,80.4167,81.28,79,96,8.63,light rain
543,Chongqing,CN,29.5628,106.5528,65.23,85,40,4.47,mist
544,Pincher Creek,CA,49.4833,-113.952,50.11,93,75,6.91,broken clouds
545,Kieta,PG,-6.2167,155.6333,85.5,63,72,3.0,broken clouds
546,Felipe Carrillo Puerto,MX,19.5833,-88.05,75.56,99,80,3.78,broken clouds
547,Lavrentiya,RU,65.5833,-171.0,17.46,88,100,8.68,overcast clouds
548,Kenai,US,60.5544,-151.2583,34.03,92,90,5.75,light rain
549,Tucupita,VE,9.0622,-62.051,72.52,97,97,2.57,overcast clouds
550,Sao Marcos,BR,-28.9711,-51.0681,55.44,94,29,4.09,scattered clouds
551,Malakal,SS,9.5334,31.6605,72.9,77,31,2.08,scattered clouds
552,Wattegama,LK,6.7989,81.4808,79.72,72,50,2.26,scattered clouds
553,Cam Ranh,VN,11.9214,109.1591,89.56,58,20,11.5,few clouds
554,Kendari,ID,-3.945,122.4989,89.15,56,56,6.29,broken clouds
555,Flagstaff,US,35.1981,-111.6513,53.26,51,1,1.99,clear sky
556,Loubomo,CG,-4.1997,12.6739,70.66,94,51,2.8,broken clouds
557,Bell Ville,AR,-32.6259,-62.6887,75.67,21,5,14.81,clear sky
558,Grenada,ES,37.1882,-3.6067,56.1,77,0,1.99,clear sky
559,Soderhamn,SE,61.3037,17.0592,48.97,81,7,14.79,clear sky
560,Dalby,AU,-27.1833,151.2667,68.7,80,100,4.0,light rain
561,Comodoro Rivadavia,AR,-45.8667,-67.5,69.66,19,0,5.75,clear sky
562,Nioro,GM,13.35,-15.75,73.09,73,94,4.12,overcast clouds
563,Nuuk,GL,64.1835,-51.7216,33.31,65,100,5.77,overcast clouds
564,Ajdabiya,LY,30.7554,20.2263,69.31,74,100,4.61,overcast clouds
565,Haines Junction,CA,60.7522,-137.5108,30.15,69,100,5.75,overcast clouds
566,George Town,MY,5.4112,100.3354,88.9,74,20,1.01,few clouds
567,Tuy Hoa,VN,13.0833,109.3,82.2,80,84,10.22,broken clouds
568,Shenjiamen,CN,29.9576,122.298,67.96,57,72,9.91,broken clouds
569,Oschersleben,DE,52.0333,11.25,44.71,70,9,3.83,clear sky
570,Tomatlan,MX,19.9333,-105.25,75.69,93,70,2.28,broken clouds
571,Kathu,TH,7.9178,98.3332,87.69,85,93,11.05,overcast clouds
572,Palakkad,IN,10.7833,76.65,82.45,86,86,5.37,overcast clouds
573,Baghdad,IQ,33.3406,44.4009,73.31,33,0,8.05,clear sky
574,Maniitsoq,GL,65.4167,-52.9,28.22,95,100,15.17,snow
575,Teya,RU,60.3778,92.6267,30.29,74,100,11.81,overcast clouds
576,West Fargo,US,46.875,-96.9004,40.01,91,1,3.44,clear sky
577,North Bend,US,43.4065,-124.2243,61.25,97,90,6.91,mist
578,Naze,JP,28.3667,129.4833,76.12,51,83,9.01,broken clouds
579,Pochutla,MX,15.7432,-96.4661,79.83,89,87,3.02,overcast clouds
580,Galle,LK,6.0367,80.217,80.19,82,97,9.84,overcast clouds
581,Tateyama,JP,34.9833,139.8667,71.02,47,54,21.18,broken clouds
582,Voznesenye,RU,61.0106,35.4781,42.6,87,100,16.42,light rain
583,Staryy Nadym,RU,65.6118,72.6842,27.86,98,100,7.56,light snow
584,Ercis,TR,39.0287,43.3586,45.05,66,99,4.27,overcast clouds
585,Zhangjiakou,CN,40.81,114.8794,53.17,47,34,2.59,scattered clouds
586,Binabalian,PH,16.4202,119.9279,83.07,64,73,11.9,broken clouds
587,Nueva Loja,EC,0.0847,-76.8828,69.69,99,93,1.77,overcast clouds
588,Klyuchi,RU,52.2667,79.1667,39.38,40,100,14.18,overcast clouds
589,Dondo,MZ,-19.6094,34.7431,72.91,67,96,4.9,overcast clouds
590,Karaton,ID,-6.3424,106.1045,86.16,57,85,0.94,overcast clouds
591,Bonavista,CA,48.6499,-53.1147,39.11,75,100,17.05,overcast clouds
592,Caravelas,BR,-17.7125,-39.2481,72.68,78,4,4.83,clear sky
593,Raisen,IN,23.3333,77.8,74.3,46,28,5.64,scattered clouds
594,Solnechnyy,RU,50.7214,136.6319,45.91,58,4,5.82,clear sky
595,Laje,BR,-10.1833,-40.9667,72.0,79,31,12.12,scattered clouds
596,Ola,RU,59.5833,151.2833,32.86,95,100,12.24,overcast clouds
597,San Pedro,PH,14.35,121.0167,90.63,52,20,12.66,few clouds
598,Pedasi,PA,7.5333,-80.0333,77.07,83,78,3.44,broken clouds
599,Wanning,CN,18.8003,110.3967,78.03,88,99,10.54,light rain
600,Sabang,ID,5.8933,95.3214,83.16,73,94,2.84,light rain
601,Kushiro,JP,42.975,144.3747,58.15,51,40,16.11,scattered clouds
602,Tarrafal,CV,15.2833,-23.7667,75.99,81,67,15.82,broken clouds
603,Vilhena,BR,-12.7406,-60.1458,67.5,97,100,2.39,overcast clouds
604,Mantua,IT,45.1667,10.7833,47.82,69,74,2.04,broken clouds
605,Lebork,PL,54.5392,17.7501,49.55,69,9,8.41,clear sky
606,Eyrarbakki,IS,63.863,-21.1481,43.21,78,88,17.52,overcast clouds
607,Mandiana,GN,10.6333,-8.6833,73.08,81,99,1.3,overcast clouds
608,Great Falls,US,47.5002,-111.3008,60.42,50,40,5.75,scattered clouds
609,Mapiripan,CO,2.8892,-72.1256,69.96,96,91,1.54,overcast clouds
610,Yerbogachen,RU,61.2767,108.0108,20.53,69,11,10.87,few clouds
611,Beloha,MG,-25.1667,45.05,64.51,54,94,15.5,overcast clouds
612,Taloda,IN,21.5667,74.2167,80.04,36,62,8.32,broken clouds
613,High Rock,BS,26.6208,-78.2833,82.42,80,100,20.71,overcast clouds
614,Luganville,VU,-15.5333,167.1667,83.17,72,30,10.04,scattered clouds
615,Ambulu,ID,-8.345,113.6058,87.6,65,92,7.18,overcast clouds
616,Sabha,LY,27.0377,14.4283,66.61,46,97,11.03,overcast clouds
617,Colares,PT,38.7992,-9.4469,67.33,83,100,3.0,overcast clouds
618,Grosseto,IT,42.8333,11.25,55.99,87,0,8.05,clear sky
619,Enid,US,36.3956,-97.8784,57.15,40,1,15.01,clear sky
620,Kiama,AU,-34.6833,150.8667,86.38,31,0,15.99,clear sky
621,Requena,ES,39.4883,-1.1004,52.72,80,100,2.86,overcast clouds
622,Port-Gentil,GA,-0.7193,8.7815,77.72,87,61,8.46,broken clouds
623,Llandrindod Wells,GB,52.2416,-3.3787,56.61,97,100,11.32,light rain
624,Marrakesh,MA,31.6315,-8.0083,59.07,88,40,4.61,scattered clouds
625,Baie-Comeau,CA,49.2168,-68.1489,36.88,100,1,2.3,mist
626,Balabac,PH,7.9868,117.0645,84.6,75,98,13.22,overcast clouds
627,Tadine,NC,-21.55,167.8833,75.74,70,15,12.12,few clouds
628,Mianwali,PK,32.5741,71.5264,76.53,24,0,3.13,clear sky
629,San Rafael,AR,-34.6177,-68.3301,66.88,67,0,16.08,clear sky
630,Viedma,AR,-40.8135,-62.9967,72.97,37,100,5.93,overcast clouds
631,Te Anau,NZ,-45.4167,167.7167,67.03,51,6,3.33,clear sky
632,Orocue,CO,4.7912,-71.3354,72.39,92,51,3.53,broken clouds
633,Shinjo,JP,38.7586,140.3008,58.08,55,62,6.8,broken clouds
634,Kununurra,AU,-15.7667,128.7333,100.38,34,68,6.91,broken clouds
635,Nara,JP,34.6851,135.8049,67.96,39,0,10.49,clear sky
636,Tambura,SS,5.6,27.4667,70.88,80,90,1.16,overcast clouds
637,Sola,VU,-13.8833,167.55,81.61,76,18,15.9,few clouds
638,Chuy,UY,-33.6971,-53.4616,63.21,93,0,8.72,moderate rain
639,Hovd,MN,48.0056,91.6419,41.59,39,4,1.83,clear sky
640,Vitim,RU,59.4511,112.5578,25.99,61,14,10.76,few clouds
641,Mvuma,ZW,-19.2792,30.5283,55.62,83,7,4.99,clear sky
642,Muisne,EC,0.6,-80.0333,75.38,86,100,9.33,overcast clouds
643,Jutai,BR,-5.1833,-68.9,71.2,99,86,1.5,overcast clouds
644,Katima Mulilo,NA,-17.5,24.2667,71.29,56,4,3.96,clear sky
645,Gao,ML,16.6362,1.637,83.25,25,13,5.97,few clouds
646,Korla,CN,41.7597,86.1469,54.73,34,100,5.37,overcast clouds
647,Barillas,GT,15.8036,-91.3158,66.54,97,100,3.04,overcast clouds
648,Teguise,ES,29.0605,-13.564,62.82,82,0,6.91,clear sky
649,Buffalo,US,42.8865,-78.8784,48.78,86,20,9.22,few clouds
650,Mount Darwin,ZW,-16.7725,31.5838,60.28,85,8,5.23,clear sky
651,Atikokan,CA,48.7555,-91.6216,42.98,96,100,3.69,overcast clouds
652,Mezen,RU,65.8522,44.24,25.54,84,100,8.86,overcast clouds
653,Patnos,TR,39.2336,42.8634,35.83,82,97,5.08,overcast clouds
654,Port Arthur,CN,38.8,121.2667,66.42,90,99,7.92,overcast clouds
655,Port Hardy,CA,50.6996,-127.4199,48.2,93,75,5.75,broken clouds
656,Kaka,TM,37.3482,59.6143,47.41,67,0,8.63,clear sky
657,Neiafu,TO,-18.65,-173.9833,81.28,74,20,8.05,few clouds
658,Kalabo,ZM,-14.97,22.6814,68.2,67,73,4.16,broken clouds
659,Uren,RU,57.4552,45.7852,26.51,73,56,2.35,broken clouds
660,Dakar,SN,14.6937,-17.4441,79.68,89,0,6.91,clear sky
661,Troisvierges,LU,50.1211,6.0003,49.35,84,88,8.34,overcast clouds
662,Kasongo-Lunda,CD,-6.4667,16.8167,70.23,99,100,1.34,moderate rain
663,Gawler,AU,-34.6,138.7333,65.21,51,99,11.54,overcast clouds
664,Pyapon,MM,16.2833,95.6833,85.12,76,32,9.26,scattered clouds
665,Minuri,PH,16.535,121.8574,80.42,75,79,3.58,broken clouds
666,Zaysan,KZ,47.4667,84.8667,49.06,62,13,1.7,few clouds
667,Nome,US,64.5011,-165.4064,17.33,89,73,7.36,broken clouds
668,Paracatu,BR,-17.2222,-46.8747,69.71,59,79,3.02,broken clouds
669,Rocha,UY,-34.4833,-54.3333,58.78,94,0,6.51,clear sky
670,Batemans Bay,AU,-35.7167,150.1833,80.91,30,0,13.85,clear sky
671,Huambo,AO,-12.7761,15.7392,60.17,92,100,1.54,overcast clouds
672,Barra Do Garcas,BR,-15.89,-52.2567,78.53,56,16,0.54,few clouds
673,Chumikan,RU,54.7183,135.315,44.74,55,51,16.06,broken clouds
674,Witu,KE,-2.3889,40.4382,71.76,78,21,5.82,few clouds
675,Nador,MA,35.174,-2.9287,57.45,94,0,2.3,clear sky
676,Thinadhoo,MV,0.5333,72.9333,83.53,73,50,10.87,scattered clouds
677,San Jose,US,37.3394,-121.895,68.92,78,1,5.75,haze
678,Carutapera,BR,-1.195,-46.02,76.1,88,57,2.84,broken clouds
679,Show Low,US,34.2542,-110.0298,48.61,52,1,0.0,clear sky
680,Nalut,LY,30.3333,10.85,59.86,58,9,3.98,clear sky
681,Newcastle,AU,-32.9272,151.7765,92.71,40,0,10.0,clear sky
682,Namatanai,PG,-3.6667,152.4333,86.04,67,92,5.79,overcast clouds
683,Mutis,CO,6.2262,-77.4044,78.62,89,98,3.58,light rain
684,Acarau,BR,-2.8856,-40.12,78.57,81,52,10.29,broken clouds
685,Huangnihe,CN,43.5583,128.0239,52.68,33,0,4.36,clear sky
686,Potchefstroom,ZA,-26.7167,27.1,59.79,81,95,8.66,overcast clouds
687,Acapulco,MX,16.8634,-99.8901,79.09,84,41,3.87,scattered clouds
688,Raymondville,US,26.4815,-97.7831,73.51,22,0,7.61,clear sky
689,Lensk,RU,60.7253,114.9278,22.77,72,100,13.78,overcast clouds
690,Bardiyah,LY,31.7561,25.0865,70.23,84,100,7.74,overcast clouds
691,Vienne,AT,48.2085,16.3721,47.08,77,0,3.0,clear sky
692,Basco,PH,20.4487,121.9702,79.27,69,81,16.96,broken clouds
693,La Grande,US,45.3246,-118.0877,60.62,69,98,10.11,overcast clouds
694,Ndele,CF,8.4109,20.6473,71.28,92,100,2.91,overcast clouds
695,Namibe,AO,-15.1961,12.1522,65.77,74,52,3.04,broken clouds
696,Watertown,US,42.3709,-71.1828,48.34,89,1,1.01,clear sky
697,Nanakuli,US,21.3906,-158.1547,79.99,65,20,9.22,few clouds
698,Dera Bugti,PK,29.0307,69.151,79.18,16,0,3.74,clear sky
699,Pringsewu,ID,-5.3582,104.9744,90.63,53,73,2.26,broken clouds
700,Zafra,ES,38.4167,-6.4167,58.87,75,100,6.62,overcast clouds
701,Boquira,BR,-12.8231,-42.7306,70.72,73,0,6.71,clear sky
702,Farah,AF,32.5,62.5,59.34,28,0,2.53,clear sky
703,Ryotsu,JP,38.0833,138.4333,57.16,52,82,8.43,broken clouds
704,Burns Lake,CA,54.2331,-125.7533,27.82,90,75,3.56,broken clouds
